Table Range A2:U2594 ,,,,,,,,,,,,,,,,,,,,
CNTY_NAME,JURS_NAME,PLANNING PERIOD,YEAR,APR_STATUS,RHNA VLI,TOTAL VLI PERMITS,VLI DEED RESTRICTED UNITS,VLI NOT DEED RESTRICTED UNITS,RHNA LI,TOTAL LI PERMITS,LI DEED RESTRICTED UNITS,LI NOT DEED RESTRICTED UNITS,MOD RHNA,MOD UNITS,ABOVE MOD RHNA,ABOVE MOD UNITS,RHNA TOTAL,TOTAL UNITS YEAR SUBMITTED,APR YEAR (In planning period),1ST APR
MODOC,ALTURAS,30-JUN-14-30-JUN-19,2018,Final,1,0,0,0,1,0,0,0,1,0,2,0,5,0,2018,2014
AMADOR,AMADOR COUNTY,30-JUN-14-30-JUN-19,2018,Final,10,1,0,1,7,4,0,4,9,21,23,7,49,33,2018,2014
NAPA,AMERICAN CANYON,31-JAN-15-31-JAN-23,2018,Final,116,8,8,0,54,11,8,3,58,0,164,143,392,162,2018,2015
ORANGE,ANAHEIM,15-OCT-13-15-OCT-21,2018,Final,1256,0,0,0,907,0,0,0,1038,5,2501,944,5702,949,2018,2014
SHASTA,ANDERSON,30-JUN-14-30-JUN-19,2018,Final,32,0,0,0,21,1,0,1,24,1,59,27,136,29,2018,2014
CALAVERAS,ANGELS CAMP,30-JUN-14-30-JUN-19,2018,Final,39,1,0,1,25,0,0,0,28,1,69,19,161,21,2018,2014
CONTRA COSTA,ANTIOCH,31-JAN-15-31-JAN-23,2018,Final,349,1,0,1,205,1,0,1,214,0,680,119,1448,121,2018,2015
SAN BERNARDINO,APPLE VALLEY,15-OCT-13-15-OCT-21,2018,Final,764,0,0,0,541,0,0,0,622,0,1407,0,3334,0,2018,2014
LOS ANGELES,ARCADIA,15-OCT-13-15-OCT-21,2018,Final,276,0,0,0,167,0,0,0,177,0,434,69,1054,69,2018,2014
HUMBOLDT,ARCATA,30-JUN-14-30-JUN-19,2018,Final,85,0,0,0,56,0,0,0,62,40,160,36,363,76,2018,2014
SAN LUIS OBISPO,ARROYO GRANDE,30-JUN-14-30-JUN-19,2018,Final,60,0,0,0,38,13,0,13,43,0,101,22,242,35,2018,2014
LOS ANGELES,ARTESIA,15-OCT-13-15-OCT-21,2018,Final,31,0,0,0,18,0,0,0,20,0,51,7,120,7,2018,2014
KERN,ARVIN,31-DEC-15-31-DEC-23,2018,Final,398,0,0,0,239,0,0,0,183,102,349,0,1169,102,2018,2016
SAN LUIS OBISPO,ATASCADERO,30-JUN-14-30-JUN-19,2018,Final,98,0,0,0,62,0,0,0,69,7,164,12,393,19,2018,2014
SAN MATEO,ATHERTON,31-JAN-15-31-JAN-23,2018,Final,35,3,0,3,26,2,0,2,29,1,3,28,93,34,2018,2015
MERCED,ATWATER,31-MAR-16-31-MAR-24,2018,Final,429,0,0,0,307,0,0,0,281,0,748,16,1765,16,2018,2016
PLACER,AUBURN,31-OCT-13-31-OCT-21,2018,Final,74,0,0,0,52,1,0,1,57,6,125,26,308,33,2018,2014
LOS ANGELES,AVALON,15-OCT-13-15-OCT-21,2018,Final,20,0,0,0,12,0,0,0,14,0,34,0,80,0,2018,2014
KINGS,AVENAL,31-JAN-16-31-JAN-24,2018,Final,145,0,0,0,108,36,36,0,115,15,271,0,639,51,2018,2016
LOS ANGELES,AZUSA,15-OCT-13-15-OCT-21,2018,Final,198,0,0,0,118,6,6,0,127,183,336,0,779,189,2018,2014
KERN,BAKERSFIELD,31-DEC-15-31-DEC-23,2018,Final,9706,0,0,0,5800,1,1,0,6453,1,14331,1178,36290,1180,2018,2016
LOS ANGELES,BALDWIN PARK,15-OCT-13-15-OCT-21,2018,Final,142,0,0,0,83,0,0,0,90,1,242,86,557,87,2018,2014
RIVERSIDE,BANNING,15-OCT-13-15-OCT-21,2018,Final,872,0,0,0,593,0,0,0,685,0,1642,1,3792,1,2018,2014
SAN BERNARDINO,BARSTOW,15-OCT-13-15-OCT-21,2018,Final,188,0,0,0,138,0,0,0,154,0,363,0,843,0,2018,2014
RIVERSIDE,BEAUMONT,15-OCT-13-15-OCT-21,2018,Final,1267,0,0,0,854,0,0,0,969,0,2160,343,5250,343,2018,2014
LOS ANGELES,BELLFLOWER,15-OCT-13-15-OCT-21,2018,Final,1,0,0,0,1,0,0,0,0,0,0,49,2,49,2018,2014
SAN MATEO,BELMONT,31-JAN-15-31-JAN-23,2018,Final,116,0,0,0,63,0,0,0,67,9,222,6,468,15,2018,2015
MARIN,BELVEDERE,31-JAN-15-31-JAN-23,2018,Final,4,0,0,0,3,0,0,0,4,0,5,0,16,0,2018,2015
SOLANO,BENICIA,31-JAN-15-31-JAN-23,2018,Final,94,0,0,0,54,0,0,0,56,3,123,0,327,3,2018,2015
ALAMEDA,BERKELEY,31-JAN-15-31-JAN-23,2018,Final,532,1,1,0,442,0,0,0,584,0,1401,332,2959,333,2018,2015
LOS ANGELES,BEVERLY HILLS,15-OCT-13-15-OCT-21,2018,Final,1,0,0,0,1,0,0,0,1,0,0,7,3,7,2018,2014
SAN BERNARDINO,BIG BEAR LAKE,15-OCT-13-15-OCT-21,2018,Final,1,0,0,0,1,2,0,2,0,5,0,27,2,34,2018,2014
BUTTE,BIGGS,15-JUN-14-15-JUN-22,2018,Final,48,0,0,0,30,0,0,0,24,0,82,0,184,0,2018,2014
INYO,BISHOP,30-JUN-14-30-JUN-19,2018,Final,15,0,0,0,10,0,0,0,12,0,28,1,65,1,2018,2014
RIVERSIDE,BLYTHE,15-OCT-13-15-OCT-21,2018,Final,91,0,0,0,64,0,0,0,75,5,172,0,402,5,2018,2014
IMPERIAL,BRAWLEY,15-OCT-13-15-OCT-21,2018,Final,760,21,21,0,470,27,25,2,466,15,1338,29,3034,92,2018,2014
ORANGE,BREA,15-OCT-13-15-OCT-21,2018,Final,426,0,0,0,305,0,0,0,335,0,785,7,1851,7,2018,2014
CONTRA COSTA,BRENTWOOD,31-JAN-15-31-JAN-23,2018,Final,234,0,0,0,124,0,0,0,123,22,279,323,760,345,2018,2015
SAN MATEO,BRISBANE,31-JAN-15-31-JAN-23,2018,Final,25,0,0,0,13,0,0,0,15,5,30,1,83,6,2018,2015
SANTA BARBARA,BUELLTON,15-FEB-15-15-FEB-23,2018,Final,66,0,0,0,44,0,0,0,41,0,124,36,275,36,2018,2015
ORANGE,BUENA PARK,15-OCT-13-15-OCT-21,2018,Final,76,0,0,0,53,0,0,0,62,0,148,7,339,7,2018,2014
LOS ANGELES,BURBANK,15-OCT-13-15-OCT-21,2018,Final,694,0,0,0,413,20,0,20,443,6,1134,35,2684,61,2018,2014
SAN MATEO,BURLINGAME,31-JAN-15-31-JAN-23,2018,Final,276,0,0,0,144,0,0,0,155,29,288,271,863,300,2018,2015
BUTTE,BUTTE COUNTY,15-JUN-14-15-JUN-22,2018,Final,682,0,0,0,545,9,0,9,480,72,1267,73,2974,154,2018,2014
LOS ANGELES,CALABASAS,15-OCT-13-15-OCT-21,2018,Final,88,4,4,0,54,0,0,0,57,1,131,78,330,83,2018,2014
CALAVERAS,CALAVERAS COUNTY,30-JUN-14-30-JUN-19,2018,Final,241,1,0,1,175,0,0,0,192,23,471,20,1079,44,2018,2014
IMPERIAL,CALEXICO,15-OCT-13-15-OCT-21,2018,Final,817,0,0,0,489,0,0,0,490,0,1428,0,3224,0,2018,2014
RIVERSIDE,CALIMESA,15-OCT-13-15-OCT-21,2018,Final,543,0,0,0,383,0,0,0,433,0,982,86,2341,86,2018,2014
NAPA,CALISTOGA,31-JAN-15-31-JAN-23,2018,Final,6,0,0,0,2,0,0,0,4,4,15,6,27,10,2018,2015
VENTURA,CAMARILLO,15-OCT-13-15-OCT-21,2018,Final,539,1,1,0,366,0,0,0,411,228,908,238,2224,467,2018,2014
SANTA CLARA,CAMPBELL,31-JAN-15-31-JAN-23,2018,Final,253,2,2,0,138,2,2,0,151,3,391,46,933,53,2018,2015
RIVERSIDE,CANYON LAKE,15-OCT-13-15-OCT-21,2018,Final,21,0,0,0,14,0,0,0,16,0,32,14,83,14,2018,2014
SANTA CRUZ,CAPITOLA,31-DEC-15-31-DEC-23,2018,Final,34,0,0,0,23,0,0,0,26,0,60,0,143,0,2018,2016
SAN DIEGO,CARLSBAD,30-APR-13-30-APR-21,2018,Final,912,0,0,0,693,5,4,1,1062,28,2332,182,4999,215,2018,2013
MONTEREY,CARMEL,31-DEC-15-31-DEC-23,2018,Final,7,0,0,0,5,0,0,0,6,0,13,7,31,7,2018,2016
SANTA BARBARA,CARPINTERIA,15-FEB-15-15-FEB-23,2018,Final,39,0,0,0,26,0,0,0,34,0,64,1,163,1,2018,2015
LOS ANGELES,CARSON,15-OCT-13-15-OCT-21,2018,Final,447,0,0,0,263,1,0,1,280,0,708,6,1698,7,2018,2014
RIVERSIDE,CATHEDRAL,15-OCT-13-15-OCT-21,2018,Final,141,0,0,0,95,0,0,0,110,0,254,89,600,89,2018,2014
STANISLAUS,CERES,31-DEC-15-31-DEC-23,2018,Final,622,0,0,0,399,0,0,0,446,0,1104,0,2571,0,2018,2016
LOS ANGELES,CERRITOS,15-OCT-13-15-OCT-21,2018,Final,23,0,0,0,14,0,0,0,14,0,35,0,86,0,2018,2014
BUTTE,CHICO,15-JUN-14-15-JUN-22,2018,Final,974,0,0,0,643,2,2,0,708,0,1638,115,3963,117,2018,2014
SAN BERNARDINO,CHINO,15-OCT-13-15-OCT-21,2018,Final,707,0,0,0,478,0,0,0,533,0,1176,521,2894,521,2018,2014
SAN BERNARDINO,CHINO HILLS,15-OCT-13-15-OCT-21,2018,Final,217,0,0,0,148,0,0,0,164,0,333,224,862,224,2018,2014
MADERA,CHOWCHILLA,31-JAN-16-31-JAN-24,2018,Final,0,0,0,0,0,0,0,0,0,20,0,0,0,20,2018,2016
SAN DIEGO,CHULA VISTA,30-APR-13-30-APR-21,2018,Final,3209,0,0,0,2439,0,0,0,2257,0,4956,1777,12861,1777,2018,2013
SACRAMENTO,CITRUS HEIGHTS,31-OCT-13-31-OCT-21,2018,Final,146,2,0,2,102,0,0,0,130,0,318,16,696,18,2018,2014
LOS ANGELES,CLAREMONT,15-OCT-13-15-OCT-21,2018,Final,98,0,0,0,59,0,0,0,64,7,152,30,373,37,2018,2014
CONTRA COSTA,CLAYTON,31-JAN-15-31-JAN-23,2018,Final,51,0,0,0,25,0,0,0,31,0,34,0,141,0,2018,2015
LAKE,CLEARLAKE,30-JUN-14-30-JUN-19,2018,Final,108,1,0,1,67,1,0,1,87,2,205,5,467,9,2018,2014
SONOMA,CLOVERDALE,31-JAN-15-31-JAN-23,2018,Final,39,0,0,0,29,0,0,0,31,0,112,14,211,14,2018,2015
FRESNO,CLOVIS,31-DEC-15-31-DEC-23,2018,Final,2321,0,0,0,1145,2,2,0,1018,411,1844,694,6328,1107,2018,2016
RIVERSIDE,COACHELLA,15-OCT-13-15-OCT-21,2018,Final,1555,0,0,0,1059,0,0,0,1212,0,2945,0,6771,0,2018,2014
FRESNO,COALINGA,31-DEC-15-31-DEC-23,2018,Final,150,0,0,0,115,0,0,0,123,14,201,30,589,44,2018,2016
PLACER,COLFAX,31-OCT-13-31-OCT-21,2018,Final,10,0,0,0,7,0,0,0,10,0,24,0,51,0,2018,2014
SAN MATEO,COLMA,31-JAN-15-31-JAN-23,2018,Final,20,31,31,0,8,34,34,0,9,0,22,4,59,69,2018,2015
SAN BERNARDINO,COLTON,15-OCT-13-15-OCT-21,2018,Final,443,0,0,0,302,0,0,0,347,0,831,69,1923,69,2018,2014
COLUSA,COLUSA,30-JUN-14-30-JUN-19,2018,Final,79,0,0,0,64,0,0,0,61,0,150,9,354,9,2018,2014
COLUSA,COLUSA COUNTY,30-JUN-14-30-JUN-19,2018,Final,107,3,0,3,91,0,0,0,91,2,210,6,499,11,2018,2014
LOS ANGELES,COMPTON,15-OCT-13-15-OCT-21,2018,Final,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2018,2014
CONTRA COSTA,CONCORD,31-JAN-15-31-JAN-23,2018,Final,798,0,0,0,444,0,0,0,559,0,1677,24,3478,24,2018,2015
CONTRA COSTA,CONTRA COSTA COUNTY,31-JAN-15-31-JAN-23,2018,Final,374,63,62,1,218,171,171,0,243,1,532,434,1367,669,2018,2015
KINGS,CORCORAN,31-JAN-16-31-JAN-24,2018,Final,215,0,0,0,161,0,0,0,169,0,401,0,946,0,2018,2016
TEHAMA,CORNING,30-JUN-14-30-JUN-19,2018,Final,38,0,0,0,30,0,0,0,33,4,75,13,176,17,2018,2014
RIVERSIDE,CORONA,15-OCT-13-15-OCT-21,2018,Final,192,11,11,0,128,73,73,0,142,1,308,336,770,421,2018,2014
SAN DIEGO,CORONADO,30-APR-13-30-APR-21,2018,Final,13,0,0,0,9,0,0,0,9,0,19,15,50,15,2018,2013
MARIN,CORTE MADERA,31-JAN-15-31-JAN-23,2018,Final,22,5,0,5,13,0,0,0,13,2,24,0,72,7,2018,2015
ORANGE,COSTA MESA,15-OCT-13-15-OCT-21,2018,Final,1,0,0,0,1,3,0,3,0,1,0,177,2,181,2018,2014
SONOMA,COTATI,31-JAN-15-31-JAN-23,2018,Final,35,0,0,0,18,0,0,0,18,2,66,0,137,2,2018,2015
LOS ANGELES,COVINA,15-OCT-13-15-OCT-21,2018,Final,60,0,0,0,35,0,0,0,38,0,97,16,230,16,2018,2014
DEL NORTE,CRESCENT CITY,30-JUN-14-30-JUN-19,2018,Final,20,0,0,0,13,0,0,0,10,1,34,4,77,5,2018,2014
LOS ANGELES,CUDAHY,15-OCT-13-15-OCT-21,2018,Final,80,0,0,0,46,0,0,0,51,0,141,0,318,0,2018,2014
LOS ANGELES,CULVER CITY,15-OCT-13-15-OCT-21,2018,Final,48,0,0,0,29,4,4,0,31,4,77,271,185,279,2018,2014
SANTA CLARA,CUPERTINO,31-JAN-15-31-JAN-23,2018,Final,356,19,18,1,207,0,0,0,231,15,270,2,1064,36,2018,2015
ORANGE,CYPRESS,15-OCT-13-15-OCT-21,2018,Final,71,0,0,0,50,0,0,0,56,5,131,233,308,238,2018,2014
SAN MATEO,DALY CITY,31-JAN-15-31-JAN-23,2018,Final,400,0,0,0,188,37,0,37,221,37,541,22,1350,96,2018,2015
ORANGE,DANA POINT,15-OCT-13-15-OCT-21,2018,Final,76,0,0,0,53,1,0,1,61,8,137,168,327,177,2018,2014
CONTRA COSTA,DANVILLE,31-JAN-15-31-JAN-23,2018,Final,196,0,0,0,111,2,0,2,124,10,126,34,557,46,2018,2015
YOLO,DAVIS,31-OCT-13-31-OCT-21,2018,Final,248,58,58,0,174,32,32,0,198,176,446,103,1066,369,2018,2014
SAN DIEGO,DEL MAR,30-APR-13-30-APR-21,2018,Final,7,0,0,0,5,0,0,0,15,1,34,0,61,1,2018,2013
DEL NORTE,DEL NORTE COUNTY,30-JUN-14-30-JUN-19,2018,Final,60,3,0,3,37,9,0,9,30,8,106,24,233,44,2018,2014
MONTEREY,DEL REY OAKS,31-DEC-15-31-DEC-23,2018,Final,7,0,0,0,4,0,0,0,5,0,11,0,27,0,2018,2016
KERN,DELANO,31-DEC-15-31-DEC-23,2018,Final,396,0,0,0,277,0,0,0,243,0,546,68,1462,68,2018,2016
RIVERSIDE,DESERT HOT SPRINGS,15-OCT-13-15-OCT-21,2018,Final,946,10,10,0,661,1,0,1,772,34,1817,0,4196,45,2018,2014
LOS ANGELES,DIAMOND BAR,15-OCT-13-15-OCT-21,2018,Final,308,0,0,0,182,0,0,0,190,0,466,33,1146,33,2018,2014
TULARE,DINUBA,31-DEC-15-31-DEC-23,2018,Final,211,0,0,0,163,0,0,0,121,69,470,30,965,99,2018,2016
SOLANO,DIXON,31-JAN-15-31-JAN-23,2018,Final,50,0,0,0,24,0,0,0,30,0,93,0,197,0,2018,2015
SISKIYOU,DORRIS,30-JUN-14-30-JUN-19,2018,Final,3,0,0,0,2,0,0,0,2,0,5,0,12,0,2018,2014
MERCED,DOS PALOS,31-MAR-16-31-MAR-24,2018,Final,71,0,0,0,27,3,0,3,47,0,124,0,269,3,2018,2016
LOS ANGELES,DOWNEY,15-OCT-13-15-OCT-21,2018,Final,210,0,0,0,123,0,0,0,135,0,346,87,814,87,2018,2014
LOS ANGELES,DUARTE,15-OCT-13-15-OCT-21,2018,Final,87,0,0,0,53,6,0,6,55,0,142,18,337,24,2018,2014
ALAMEDA,DUBLIN,31-JAN-15-31-JAN-23,2018,Final,796,0,0,0,446,0,0,0,425,17,618,770,2285,787,2018,2015
SISKIYOU,DUNSMUIR,30-JUN-14-30-JUN-19,2018,Final,6,0,0,0,4,0,0,0,4,0,9,0,23,0,2018,2014
SAN MATEO,EAST PALO ALTO,31-JAN-15-31-JAN-23,2018,Final,64,0,0,0,54,0,0,0,83,0,266,0,467,0,2018,2015
RIVERSIDE,EASTVALE,15-OCT-13-15-OCT-21,2018,Final,374,0,0,0,250,0,0,0,274,0,565,117,1463,117,2018,2014
SAN DIEGO,EL CAJON,30-APR-13-30-APR-21,2018,Final,1448,0,0,0,1101,74,74,0,1019,0,2237,94,5805,168,2018,2013
IMPERIAL,EL CENTRO,15-OCT-13-15-OCT-21,2018,Final,487,80,0,80,300,7,0,7,297,92,840,6,1924,185,2018,2014
CONTRA COSTA,EL CERRITO,31-JAN-15-31-JAN-23,2018,Final,100,0,0,0,63,0,0,0,69,0,166,18,398,18,2018,2015
EL DORADO,EL DORADO COUNTY,31-OCT-13-31-OCT-21,2018,Final,1086,0,0,0,762,0,0,0,823,0,1757,452,4428,452,2018,2014
LOS ANGELES,EL MONTE,15-OCT-13-15-OCT-21,2018,Final,529,0,0,0,315,0,0,0,352,0,946,281,2142,281,2018,2014
LOS ANGELES,EL SEGUNDO,15-OCT-13-15-OCT-21,2018,Final,18,4,4,0,11,2,2,0,12,0,28,39,69,45,2018,2014
SACRAMENTO,ELK GROVE,31-OCT-13-31-OCT-21,2018,Final,2035,0,0,0,1427,0,0,0,1377,0,2563,793,7402,793,2018,2014
ALAMEDA,EMERYVILLE,31-JAN-15-31-JAN-23,2018,Final,276,1,1,0,211,3,3,0,259,4,752,70,1498,78,2018,2015
SAN DIEGO,ENCINITAS,30-APR-13-30-APR-21,2018,Final,587,8,2,6,446,2,0,2,413,7,907,131,2353,148,2018,2013
SAN JOAQUIN,ESCALON,31-DEC-15-31-DEC-23,2018,Final,103,0,0,0,66,0,0,0,64,0,192,8,425,8,2018,2016
SAN DIEGO,ESCONDIDO,30-APR-13-30-APR-21,2018,Final,1042,1,0,1,791,1,0,1,733,18,1609,220,4175,240,2018,2013
SISKIYOU,ETNA,30-JUN-14-30-JUN-19,2018,Final,3,0,0,0,2,0,0,0,2,0,3,0,10,0,2018,2014
HUMBOLDT,EUREKA,30-JUN-14-30-JUN-19,2018,Final,145,38,38,0,96,12,12,0,104,0,264,30,609,80,2018,2014
TULARE,EXETER,31-DEC-15-31-DEC-23,2018,Final,143,0,0,0,125,0,0,0,85,0,272,0,625,0,2018,2016
MARIN,FAIRFAX,31-JAN-15-31-JAN-23,2018,Final,16,12,6,6,11,55,47,8,11,1,23,0,61,68,2018,2015
SOLANO,FAIRFIELD,31-JAN-15-31-JAN-23,2018,Final,779,0,0,0,404,0,0,0,456,0,1461,311,3100,311,2018,2015
TULARE,FARMERSVILLE,31-DEC-15-31-DEC-23,2018,Final,74,0,0,0,65,0,0,0,68,0,259,0,466,0,2018,2016
HUMBOLDT,FERNDALE,30-JUN-14-30-JUN-19,2018,Final,6,0,0,0,3,1,0,1,4,1,8,0,21,2,2018,2014
VENTURA,FILLMORE,15-OCT-13-15-OCT-21,2018,Final,160,0,0,0,112,0,0,0,128,19,294,0,694,19,2018,2014
FRESNO,FIREBAUGH,31-DEC-15-31-DEC-23,2018,Final,128,0,0,0,169,0,0,0,204,0,211,0,712,0,2018,2016
SACRAMENTO,FOLSOM,31-OCT-13-31-OCT-21,2018,Final,1218,14,14,0,854,86,86,0,862,221,1699,449,4633,770,2018,2014
SAN BERNARDINO,FONTANA,15-OCT-13-15-OCT-21,2018,Final,1442,0,0,0,974,0,0,0,1090,0,2471,413,5977,413,2018,2014
MENDOCINO,FORT BRAGG,30-JUN-14-30-JUN-19,2018,Final,5,0,0,0,3,0,0,0,3,0,9,9,20,9,2018,2014
SISKIYOU,FORT JONES,30-JUN-14-30-JUN-19,2018,Final,2,0,0,0,1,0,0,0,2,0,4,0,9,0,2018,2014
HUMBOLDT,FORTUNA,30-JUN-14-30-JUN-19,2018,Final,39,0,0,0,24,0,0,0,27,16,71,20,161,36,2018,2014
SAN MATEO,FOSTER CITY,31-JAN-15-31-JAN-23,2018,Final,148,0,0,0,87,0,0,0,76,0,119,0,430,0,2018,2015
ORANGE,FOUNTAIN VALLEY,15-OCT-13-15-OCT-21,2018,Final,83,0,0,0,59,13,0,13,65,0,151,4,358,17,2018,2014
FRESNO,FOWLER,31-DEC-15-31-DEC-23,2018,Final,123,0,0,0,83,0,0,0,75,0,243,34,524,34,2018,2016
ALAMEDA,FREMONT,31-JAN-15-31-JAN-23,2018,Final,1714,34,34,0,926,68,68,0,978,19,1837,1742,5455,1863,2018,2015
FRESNO,FRESNO,31-DEC-15-31-DEC-23,2018,Final,5666,135,135,0,3289,0,0,0,3571,0,11039,1202,23565,1337,2018,2016
FRESNO,FRESNO COUNTY,31-DEC-15-31-DEC-23,2018,Final,460,28,2,26,527,9,0,9,589,18,1146,0,2722,55,2018,2016
ORANGE,FULLERTON,15-OCT-13-15-OCT-21,2018,Final,411,26,26,0,299,19,19,0,337,0,794,41,1841,86,2018,2014
SACRAMENTO,GALT,31-OCT-13-31-OCT-21,2018,Final,131,0,0,0,91,14,0,14,126,0,331,24,679,38,2018,2014
ORANGE,GARDEN GROVE,15-OCT-13-15-OCT-21,2018,Final,164,0,0,0,120,0,0,0,135,0,328,273,747,273,2018,2014
LOS ANGELES,GARDENA,15-OCT-13-15-OCT-21,2018,Final,98,0,0,0,60,0,0,0,66,0,173,124,397,124,2018,2014
SANTA CLARA,GILROY,31-JAN-15-31-JAN-23,2018,Final,236,37,37,0,160,38,38,0,217,0,475,1,1088,76,2018,2015
LOS ANGELES,GLENDALE,15-OCT-13-15-OCT-21,2018,Final,508,7,7,0,310,63,63,0,337,9,862,125,2017,204,2018,2014
LOS ANGELES,GLENDORA,15-OCT-13-15-OCT-21,2018,Final,181,0,0,0,106,0,0,0,115,0,284,51,686,51,2018,2014
GLENN,GLENN COUNTY,30-JUN-14-30-JUN-19,2018,Final,25,1,0,1,19,4,0,4,25,5,48,7,117,17,2018,2014
SANTA BARBARA,GOLETA,15-FEB-15-15-FEB-23,2018,Final,235,1,0,1,157,1,0,1,174,0,413,115,979,117,2018,2015
MONTEREY,GONZALES,31-DEC-15-31-DEC-23,2018,Final,71,0,0,0,46,0,0,0,53,0,123,0,293,0,2018,2016
SAN BERNARDINO,GRAND TERRACE,15-OCT-13-15-OCT-21,2018,Final,28,1,1,0,19,1,1,0,22,0,49,17,118,19,2018,2014
NEVADA,GRASS VALLEY,30-JUN-14-30-JUN-19,2018,Final,122,0,0,0,88,3,0,3,100,0,220,6,530,9,2018,2014
MONTEREY,GREENFIELD,31-DEC-15-31-DEC-23,2018,Final,87,0,0,0,57,0,0,0,66,0,153,2,363,2,2018,2016
BUTTE,GRIDLEY,15-JUN-14-15-JUN-22,2018,Final,231,0,0,0,118,0,0,0,99,0,321,0,769,0,2018,2014
SAN LUIS OBISPO,GROVER BEACH,30-JUN-14-30-JUN-19,2018,Final,41,0,0,0,26,4,4,0,29,0,69,25,165,29,2018,2014
SANTA BARBARA,GUADALUPE,15-FEB-15-15-FEB-23,2018,Final,12,30,30,0,8,7,7,0,13,0,16,62,49,99,2018,2015
MERCED,GUSTINE,31-MAR-16-31-MAR-24,2018,Final,61,0,0,0,56,0,0,0,51,0,136,0,304,0,2018,2016
SAN MATEO,HALF MOON BAY,31-JAN-15-31-JAN-23,2018,Final,52,0,0,0,31,0,0,0,36,3,121,10,240,13,2018,2015
KINGS,HANFORD,31-JAN-16-31-JAN-24,2018,Final,1097,0,0,0,821,0,0,0,865,0,2049,202,4832,202,2018,2016
LOS ANGELES,HAWAIIAN GARDENS,15-OCT-13-15-OCT-21,2018,Final,32,0,0,0,19,0,0,0,21,0,57,1,129,1,2018,2014
LOS ANGELES,HAWTHORNE,15-OCT-13-15-OCT-21,2018,Final,170,9,9,0,101,0,0,0,112,3,300,282,683,294,2018,2014
ALAMEDA,HAYWARD,31-JAN-15-31-JAN-23,2018,Final,851,0,0,0,480,0,0,0,608,0,1981,145,3920,145,2018,2015
SONOMA,HEALDSBURG,31-JAN-15-31-JAN-23,2018,Final,31,0,0,0,24,0,0,0,26,11,76,41,157,52,2018,2015
RIVERSIDE,HEMET,15-OCT-13-15-OCT-21,2018,Final,134,0,0,0,96,3,0,3,112,59,262,1,604,63,2018,2014
CONTRA COSTA,HERCULES,31-JAN-15-31-JAN-23,2018,Final,220,0,0,0,118,0,0,0,100,0,244,227,682,227,2018,2015
LOS ANGELES,HERMOSA BEACH,15-OCT-13-15-OCT-21,2018,Final,1,0,0,0,1,0,0,0,0,1,0,10,2,11,2018,2014
LOS ANGELES,HIDDEN HILLS,15-OCT-13-15-OCT-21,2018,Final,5,0,0,0,3,0,0,0,3,0,7,0,18,0,2018,2014
SAN BERNARDINO,HIGHLAND,15-OCT-13-15-OCT-21,2018,Final,349,0,0,0,246,0,0,0,280,0,625,17,1500,17,2018,2014
SAN MATEO,HILLSBOROUGH,31-JAN-15-31-JAN-23,2018,Final,32,6,0,6,17,4,0,4,21,3,21,3,91,16,2018,2015
SAN BENITO,HOLLISTER,31-DEC-15-31-DEC-23,2018,Final,312,0,0,0,189,0,0,0,258,1,557,87,1316,88,2018,2016
STANISLAUS,HUGHSON,31-DEC-15-31-DEC-23,2018,Final,53,0,0,0,34,0,0,0,38,0,93,8,218,8,2018,2016
HUMBOLDT,HUMBOLDT COUNTY,30-JUN-14-30-JUN-19,2018,Final,212,2,0,2,135,1,0,1,146,34,366,41,859,78,2018,2014
FRESNO,HURON,31-DEC-15-31-DEC-23,2018,Final,87,0,0,0,107,4,0,4,106,0,124,0,424,4,2018,2016
IMPERIAL,IMPERIAL,15-OCT-13-15-OCT-21,2018,Final,349,0,0,0,205,0,0,0,202,90,553,26,1309,116,2018,2014
SAN DIEGO,IMPERIAL BEACH,30-APR-13-30-APR-21,2018,Final,63,0,0,0,48,0,0,0,45,0,98,64,254,64,2018,2013
IMPERIAL,IMPERIAL COUNTY,15-OCT-13-15-OCT-21,2018,Final,1633,0,0,0,1001,0,0,0,1001,0,2839,0,6474,0,2018,2014
RIVERSIDE,INDIAN WELLS,15-OCT-13-15-OCT-21,2018,Final,40,0,0,0,27,0,0,0,31,0,62,46,160,46,2018,2014
RIVERSIDE,INDIO,15-OCT-13-15-OCT-21,2018,Final,714,0,0,0,487,0,0,0,553,0,1271,31,3025,31,2018,2014
LOS ANGELES,INDUSTRY,15-OCT-13-15-OCT-21,2018,Final,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2014
LOS ANGELES,INGLEWOOD,15-OCT-13-15-OCT-21,2018,Final,250,0,0,0,150,0,0,0,167,0,446,0,1013,0,2018,2014
AMADOR,IONE,30-JUN-14-30-JUN-19,2018,Final,3,0,0,0,3,0,0,0,3,65,7,41,16,106,2018,2014
ORANGE,IRVINE,15-OCT-13-15-OCT-21,2018,Final,2817,0,0,0,2034,0,0,0,2239,0,5059,3455,12149,3455,2018,2014
LOS ANGELES,IRWINDALE,15-OCT-13-15-OCT-21,2018,Final,4,0,0,0,2,0,0,0,2,0,7,0,15,0,2018,2014
SACRAMENTO,ISLETON,31-OCT-13-31-OCT-21,2018,Final,4,0,0,0,3,0,0,0,4,0,12,0,23,0,2018,2014
